"U:0","U:1","U:2","d","nuT","p","Points:0","Points:1","Points:2"
0.04706,0.15541,0,0.01065,0.00039016,-0.025601,0.019652,0.089353,0
0.057156,0.15209,0,0.01065,0.00039774,-0.025448,0.020625,0.089353,0
0.067545,0.14883,0,0.01065,0.00040446,-0.025486,0.021611,0.089353,0
0.078193,0.14563,0,0.01065,0.00041039,-0.025718,0.022612,0.089353,0
0.08907,0.1425,0,0.01065,0.00041555,-0.026146,0.023627,0.089353,0
0.10015,0.13943,0,0.01065,0.00041999,-0.026773,0.024656,0.089353,0
0.1114,0.13641,0,0.01065,0.00042372,-0.0276,0.0257,0.089353,0
0.1228,0.13344,0,0.01065,0.00042676,-0.028626,0.026758,0.089353,0
0.13432,0.1305,0,0.01065,0.0004291,-0.029851,0.027832,0.089353,0
0.14593,0.12758,0,0.01065,0.00043075,-0.031271,0.028921,0.089353,0
0.15762,0.12466,0,0.01065,0.00043171,-0.032884,0.030026,0.089353,0
0.16935,0.12174,0,0.01065,0.00043199,-0.034684,0.031146,0.089353,0
0.1811,0.11879,0,0.01065,0.00043159,-0.036664,0.032282,0.089353,0
0.19283,0.1158,0,0.01065,0.00043051,-0.038815,0.033435,0.089353,0
0.20453,0.11276,0,0.01065,0.00042878,-0.041127,0.034604,0.089353,0
0.21615,0.10964,0,0.01065,0.00042642,-0.043584,0.035789,0.089353,0
0.22767,0.10643,0,0.01065,0.00042345,-0.046171,0.036992,0.089353,0
0.23906,0.10313,0,0.01065,0.00041993,-0.04887,0.038211,0.089353,0
0.25028,0.099705,0,0.01065,0.0004159,-0.051658,0.039448,0.089353,0
0.26128,0.096156,0,0.01065,0.00041145,-0.05451,0.040703,0.089353,0
0.27204,0.092469,0,0.01065,0.00040665,-0.0574,0.041975,0.089353,0
0.28251,0.088638,0,0.01065,0.00040162,-0.060294,0.043266,0.089353,0
0.29266,0.084658,0,0.01065,0.00039648,-0.063161,0.044575,0.089353,0
0.30243,0.080527,0,0.01065,0.0003914,-0.065962,0.045903,0.089353,0
0.31179,0.076248,0,0.01065,0.00038656,-0.068659,0.047249,0.089353,0
0.32069,0.07183,0,0.01065,0.00038217,-0.071209,0.048615,0.089353,0
0.32906,0.067303,0,0.01065,0.00037851,-0.073563,0.05,0.089353,0
-0.00057681,0.028885,0,0,1.5808e-06,-0.046644,0,0.090185,0
-0.0025472,0.052039,0,0.00069505,6.3876e-06,-0.046888,0.00069259,0.090185,0
-0.0075584,0.092693,0,0.0013975,1.7438e-05,-0.047317,0.001395,0.090185,0
-0.014042,0.1231,0,0.00211,2.9421e-05,-0.047552,0.0021075,0.090185,0
-0.020902,0.14551,0,0.0028327,3.9677e-05,-0.047505,0.0028301,0.090185,0
-0.027457,0.16196,0,0.0035656,4.7096e-05,-0.047155,0.003563,0.090185,0
-0.033285,0.17394,0,0.004309,5.0873e-05,-0.046499,0.0043064,0.090185,0
-0.038086,0.18246,0,0.005063,5.0295e-05,-0.045559,0.0050603,0.090185,0
-0.041607,0.18806,0,0.0058277,4.698e-05,-0.0444,0.005825,0.090185,0
-0.043583,0.19095,0,0.0066033,5.1715e-05,-0.043127,0.0066005,0.090185,0
-0.043856,0.19142,0,0.00739,7.5929e-05,-0.041829,0.0073872,0.090185,0
-0.042598,0.19023,0,0.0081878,0.00011516,-0.040491,0.008185,0.090185,0
-0.040126,0.18818,0,0.0089971,0.00016106,-0.039034,0.0089942,0.090185,0
-0.036619,0.18573,0,0.0096112,0.00020472,-0.037417,0.0098149,0.090185,0
-0.032145,0.18294,0,0.0098178,0.00023604,-0.035689,0.010647,0.090185,0
-0.026731,0.17978,0,0.0098178,0.00025882,-0.033964,0.011492,0.090185,0
-0.020452,0.17632,0,0.0098178,0.00027892,-0.032317,0.012348,0.090185,0
-0.013411,0.17266,0,0.0098178,0.00029638,-0.03077,0.013216,0.090185,0
-0.0056855,0.1689,0,0.0098178,0.00031187,-0.029344,0.014097,0.090185,0
0.0026523,0.16509,0,0.0098178,0.00032572,-0.02806,0.014991,0.090185,0
0.011537,0.16127,0,0.0098178,0.00033815,-0.026934,0.015897,0.090185,0
0.020907,0.1575,0,0.0098178,0.00034935,-0.025979,0.016816,0.090185,0
0.03071,0.15378,0,0.0098178,0.00035946,-0.025207,0.017748,0.090185,0
0.040895,0.15015,0,0.0098178,0.00036861,-0.024624,0.018693,0.090185,0
0.051419,0.1466,0,0.0098178,0.00037689,-0.024236,0.019652,0.090185,0
0.062243,0.14315,0,0.0098178,0.00038438,-0.024047,0.020625,0.090185,0
0.073329,0.13979,0,0.0098178,0.00039113,-0.024061,0.021611,0.090185,0
0.084647,0.13653,0,0.0098178,0.00039719,-0.02428,0.022612,0.090185,0
0.096166,0.13336,0,0.0098178,0.00040258,-0.024704,0.023627,0.090185,0
0.10786,0.13028,0,0.0098178,0.00040733,-0.025335,0.024656,0.090185,0
0.1197,0.12727,0,0.0098178,0.00041146,-0.026173,0.0257,0.090185,0
0.13166,0.12433,0,0.0098178,0.00041497,-0.027215,0.026758,0.090185,0
0.14373,0.12144,0,0.0098178,0.00041787,-0.028462,0.027832,0.090185,0
0.15586,0.11859,0,0.0098178,0.00042015,-0.029908,0.028921,0.090185,0
0.16805,0.11576,0,0.0098178,0.00042183,-0.03155,0.030026,0.090185,0
0.18027,0.11295,0,0.0098178,0.00042292,-0.033383,0.031146,0.090185,0
0.19249,0.11013,0,0.0098178,0.00042341,-0.035397,0.032282,0.090185,0
0.20469,0.10728,0,0.0098178,0.00042332,-0.037584,0.033435,0.090185,0
0.21683,0.1044,0,0.0098178,0.00042266,-0.039932,0.034604,0.090185,0
0.22889,0.10146,0,0.0098178,0.00042147,-0.042427,0.035789,0.090185,0
0.24084,0.098453,0,0.0098178,0.00041976,-0.045051,0.036992,0.090185,0
0.25265,0.095363,0,0.0098178,0.00041758,-0.047786,0.038211,0.090185,0
0.26428,0.092177,0,0.0098178,0.00041499,-0.050608,0.039448,0.090185,0
0.2757,0.088882,0,0.0098178,0.00041203,-0.053493,0.040703,0.090185,0
0.28687,0.085471,0,0.0098178,0.00040878,-0.056411,0.041975,0.090185,0
0.29775,0.081934,0,0.0098178,0.00040534,-0.059332,0.043266,0.090185,0
0.3083,0.078266,0,0.0098178,0.00040181,-0.06222,0.044575,0.090185,0
0.31848,0.074468,0,0.0098178,0.00039832,-0.065039,0.045903,0.090185,0
0.32825,0.07054,0,0.0098178,0.00039502,-0.067749,0.047249,0.090185,0
0.33756,0.066491,0,0.0098178,0.00039209,-0.070309,0.048615,0.090185,0
0.34634,0.062348,0,0.0098178,0.00038974,-0.072667,0.05,0.090185,0
-0.00075065,0.031965,0,0,1.7305e-06,-0.048215,0,0.091006,0
-0.003223,0.056919,0,0.00069505,6.8512e-06,-0.048513,0.00069259,0.091006,0
-0.0094132,0.10015,0,0.0013975,1.8409e-05,-0.049026,0.001395,0.091006,0
-0.017254,0.13146,0,0.00211,3.0654e-05,-0.049282,0.0021075,0.091006,0
-0.025383,0.1537,0,0.0028327,4.104e-05,-0.049179,0.0028301,0.091006,0
-0.032978,0.16935,0,0.0035656,4.8627e-05,-0.048709,0.003563,0.091006,0
-0.039544,0.18013,0,0.004309,5.2699e-05,-0.047886,0.0043064,0.091006,0
-0.044741,0.18715,0,0.005063,5.3094e-05,-0.046758,0.0050603,0.091006,0
-0.048285,0.19097,0,0.0058277,5.3988e-05,-0.045426,0.005825,0.091006,0
-0.049937,0.19194,0,0.0066033,6.6682e-05,-0.044014,0.0066005,0.091006,0
-0.049698,0.19067,0,0.00739,9.6407e-05,-0.042577,0.0073872,0.091006,0
-0.04788,0.18809,0,0.0081878,0.0001367,-0.041047,0.008185,0.091006,0
-0.044785,0.18493,0,0.0087933,0.00017545,-0.039325,0.0089942,0.091006,0
-0.040526,0.18147,0,0.0089971,0.00020328,-0.037411,0.0098149,0.091006,0
-0.035147,0.17772,0,0.0089971,0.00022457,-0.035412,0.010647,0.091006,0
-0.028736,0.17372,0,0.0089971,0.00024436,-0.033447,0.011492,0.091006,0
-0.021426,0.16956,0,0.0089971,0.00026182,-0.031579,0.012348,0.091006,0
-0.013335,0.1653,0,0.0089971,0.00027731,-0.029837,0.013216,0.091006,0
-0.0045616,0.16104,0,0.0089971,0.00029124,-0.028243,0.014097,0.091006,0
0.0048098,0.15681,0,0.0089971,0.00030386,-0.026816,0.014991,0.091006,0
0.014703,0.15266,0,0.0089971,0.00031535,-0.025571,0.015897,0.091006,0
0.02505,0.1486,0,0.0089971,0.00032584,-0.024519,0.016816,0.091006,0
0.035793,0.14467,0,0.0089971,0.00033543,-0.023668,0.017748,0.091006,0
0.046878,0.14086,0,0.0089971,0.00034421,-0.023023,0.018693,0.091006,0
0.058261,0.13718,0,0.0089971,0.00035225,-0.022589,0.019652,0.091006,0
0.069902,0.13364,0,0.0089971,0.00035961,-0.022368,0.020625,0.091006,0
0.081765,0.13023,0,0.0089971,0.00036632,-0.022361,0.021611,0.091006,0
0.093819,0.12694,0,0.0089971,0.00037241,-0.022569,0.022612,0.091006,0
0.10604,0.12376,0,0.0089971,0.00037792,-0.022992,0.023627,0.091006,0
0.11839,0.1207,0,0.0089971,0.00038285,-0.02363,0.024656,0.091006,0
0.13086,0.11773,0,0.0089971,0.00038723,-0.02448,0.0257,0.091006,0
0.14343,0.11485,0,0.0089971,0.00039106,-0.025542,0.026758,0.091006,0
0.15606,0.11203,0,0.0089971,0.00039435,-0.026813,0.027832,0.091006,0
0.16874,0.10928,0,0.0089971,0.0003971,-0.028288,0.028921,0.091006,0
0.18145,0.10656,0,0.0089971,0.00039933,-0.029963,0.030026,0.091006,0
0.19416,0.10387,0,0.0089971,0.00040105,-0.03183,0.031146,0.091006,0
0.20686,0.10119,0,0.0089971,0.00040226,-0.033883,0.032282,0.091006,0
0.21952,0.098501,0,0.0089971,0.00040298,-0.03611,0.033435,0.091006,0
0.23211,0.095792,0,0.0089971,0.00040322,-0.038499,0.034604,0.091006,0
0.2446,0.093044,0,0.0089971,0.00040302,-0.041035,0.035789,0.091006,0
0.25697,0.090245,0,0.0089971,0.00040239,-0.043702,0.036992,0.091006,0
0.26919,0.087381,0,0.0089971,0.00040138,-0.046478,0.038211,0.091006,0
0.28123,0.084437,0,0.0089971,0.00040002,-0.049341,0.039448,0.091006,0
0.29304,0.081404,0,0.0089971,0.00039836,-0.052265,0.040703,0.091006,0
0.30461,0.078271,0,0.0089971,0.00039648,-0.05522,0.041975,0.091006,0
0.31587,0.075031,0,0.0089971,0.00039443,-0.058175,0.043266,0.091006,0
0.32681,0.07168,0,0.0089971,0.0003923,-0.061095,0.044575,0.091006,0
0.33738,0.068215,0,0.0089971,0.0003902,-0.063943,0.045903,0.091006,0
0.34753,0.064639,0,0.0089971,0.00038824,-0.066677,0.047249,0.091006,0
0.35722,0.060959,0,0.0089971,0.00038655,-0.069258,0.048615,0.091006,0
0.36639,0.057199,0,0.0089971,0.0003853,-0.071634,0.05,0.091006,0
-0.00099329,0.035837,0,0,1.9155e-06,-0.050143,0,0.091815,0
-0.0041192,0.062932,0,0.00069505,7.4046e-06,-0.050504,0.00069259,0.091815,0
-0.011789,0.10913,0,0.0013975,1.9548e-05,-0.05111,0.001395,0.091815,0
-0.021237,0.14129,0,0.00211,3.211e-05,-0.051374,0.0021075,0.091815,0
-0.030771,0.16312,0,0.0028327,4.2695e-05,-0.05118,0.0028301,0.091815,0
-0.039407,0.17761,0,0.0035656,5.0507e-05,-0.050543,0.003563,0.091815,0
-0.046587,0.18678,0,0.004309,5.4945e-05,-0.049507,0.0043064,0.091815,0
-0.051951,0.19187,0,0.005063,5.6878e-05,-0.048158,0.0050603,0.091815,0
-0.055221,0.19354,0,0.0058277,6.2797e-05,-0.046628,0.005825,0.091815,0
-0.056267,0.19238,0,0.0066033,8.1969e-05,-0.045034,0.0066005,0.091815,0
-0.05528,0.18931,0,0.00739,0.00011485,-0.043368,0.0073872,0.091815,0
-0.052644,0.18532,0,0.0079869,0.00014875,-0.041516,0.008185,0.091815,0
-0.048594,0.18092,0,0.0081878,0.00017305,-0.039432,0.0089942,0.091815,0
-0.043201,0.17628,0,0.0081878,0.00019253,-0.037203,0.0098149,0.091815,0
-0.036569,0.1715,0,0.0081878,0.00021215,-0.034954,0.010647,0.091815,0
-0.02886,0.16665,0,0.0081878,0.00023035,-0.032771,0.011492,0.091815,0
-0.020239,0.16178,0,0.0081878,0.00024675,-0.030704,0.012348,0.091815,0
-0.010844,0.15696,0,0.0081878,0.00026152,-0.028789,0.013216,0.091815,0
-0.00079367,0.15223,0,0.0081878,0.0002749,-0.027049,0.014097,0.091815,0
0.0098128,0.14763,0,0.0081878,0.00028708,-0.0255,0.014991,0.091815,0
0.02089,0.14319,0,0.0081878,0.00029822,-0.024154,0.015897,0.091815,0
0.032365,0.13891,0,0.0081878,0.00030842,-0.023021,0.016816,0.091815,0
0.044177,0.13481,0,0.0081878,0.00031776,-0.022107,0.017748,0.091815,0
0.056272,0.13089,0,0.0081878,0.00032632,-0.021414,0.018693,0.091815,0
0.068605,0.12714,0,0.0081878,0.00033417,-0.020944,0.019652,0.091815,0
0.08114,0.12356,0,0.0081878,0.00034135,-0.020698,0.020625,0.091815,0
0.093843,0.12014,0,0.0081878,0.00034791,-0.020676,0.021611,0.091815,0
0.10669,0.11686,0,0.0081878,0.00035389,-0.020878,0.022612,0.091815,0
0.11964,0.11373,0,0.0081878,0.0003593,-0.021302,0.023627,0.091815,0
0.13269,0.11072,0,0.0081878,0.00036417,-0.021947,0.024656,0.091815,0
0.14582,0.10783,0,0.0081878,0.00036853,-0.022811,0.0257,0.091815,0
0.15899,0.10503,0,0.0081878,0.00037238,-0.023891,0.026758,0.091815,0
0.17221,0.10233,0,0.0081878,0.00037574,-0.025184,0.027832,0.091815,0
0.18544,0.099687,0,0.0081878,0.00037863,-0.026685,0.028921,0.091815,0
0.19866,0.097103,0,0.0081878,0.00038105,-0.028389,0.030026,0.091815,0
0.21187,0.094558,0,0.0081878,0.00038302,-0.030289,0.031146,0.091815,0
0.22504,0.092035,0,0.0081878,0.00038456,-0.032375,0.032282,0.091815,0
0.23814,0.089521,0,0.0081878,0.00038567,-0.034637,0.033435,0.091815,0
0.25116,0.086998,0,0.0081878,0.00038639,-0.037062,0.034604,0.091815,0
0.26407,0.084453,0,0.0081878,0.00038674,-0.039635,0.035789,0.091815,0
0.27684,0.081871,0,0.0081878,0.00038673,-0.042338,0.036992,0.091815,0
0.28945,0.079238,0,0.0081878,0.0003864,-0.045151,0.038211,0.091815,0
0.30186,0.076544,0,0.0081878,0.0003858,-0.04805,0.039448,0.091815,0
0.31405,0.073776,0,0.0081878,0.00038495,-0.051008,0.040703,0.091815,0
0.32597,0.070925,0,0.0081878,0.00038391,-0.053996,0.041975,0.091815,0
0.3376,0.067985,0,0.0081878,0.00038273,-0.056983,0.043266,0.091815,0
0.34889,0.06495,0,0.0081878,0.00038149,-0.059931,0.044575,0.091815,0
0.35981,0.061819,0,0.0081878,0.00038026,-0.062805,0.045903,0.091815,0
0.37031,0.058594,0,0.0081878,0.00037914,-0.065564,0.047249,0.091815,0
0.38036,0.05528,0,0.0081878,0.00037822,-0.068166,0.048615,0.091815,0
0.38987,0.0519,0,0.0081878,0.00037761,-0.070563,0.05,0.091815,0
-0.0013383,0.040761,0,0,2.1455e-06,-0.05256,0,0.092613,0
-0.0053215,0.070384,0,0.00069505,8.0598e-06,-0.052993,0.00069259,0.092613,0
-0.014848,0.11994,0,0.0013975,2.0852e-05,-0.053697,0.001395,0.092613,0
-0.026166,0.15278,0,0.00211,3.3732e-05,-0.053938,0.0021075,0.092613,0
-0.037186,0.17377,0,0.0028327,4.4482e-05,-0.053596,0.0028301,0.092613,0
-0.046761,0.18659,0,0.0035656,5.2385e-05,-0.052725,0.003563,0.092613,0
-0.054301,0.19363,0,0.004309,5.7071e-05,-0.051413,0.0043064,0.092613,0
-0.059462,0.19629,0,0.005063,6.087e-05,-0.049788,0.0050603,0.092613,0
-0.062038,0.19544,0,0.0058277,7.1468e-05,-0.048002,0.005825,0.092613,0
-0.062074,0.192,0,0.0066033,9.533e-05,-0.046129,0.0066005,0.092613,0
-0.059931,0.18708,0,0.0071919,0.0001241,-0.044097,0.0073872,0.092613,0
-0.055988,0.18152,0,0.00739,0.00014592,-0.041831,0.008185,0.092613,0
-0.050424,0.17568,0,0.00739,0.00016429,-0.039388,0.0089942,0.092613,0
-0.043383,0.16979,0,0.00739,0.00018402,-0.036887,0.0098149,0.092613,0
-0.035071,0.16398,0,0.00739,0.00020339,-0.034412,0.010647,0.092613,0
-0.0257,0.1583,0,0.00739,0.00022138,-0.032026,0.011492,0.092613,0
-0.015456,0.15277,0,0.00739,0.00023763,-0.029783,0.012348,0.092613,0
-0.0044962,0.14744,0,0.00739,0.00025222,-0.027718,0.013216,0.092613,0
0.0070462,0.14232,0,0.00739,0.00026536,-0.025853,0.014097,0.092613,0
0.019063,0.13743,0,0.00739,0.00027724,-0.024202,0.014991,0.092613,0
0.031466,0.13279,0,0.00739,0.00028801,-0.022774,0.015897,0.092613,0
0.044183,0.12837,0,0.00739,0.00029777,-0.021576,0.016816,0.092613,0
0.057152,0.12419,0,0.00739,0.00030665,-0.02061,0.017748,0.092613,0
0.070325,0.12022,0,0.00739,0.00031471,-0.019879,0.018693,0.092613,0
0.08366,0.11647,0,0.00739,0.00032205,-0.019381,0.019652,0.092613,0
0.097126,0.11291,0,0.00739,0.00032871,-0.019117,0.020625,0.092613,0
0.11069,0.10954,0,0.00739,0.00033476,-0.019085,0.021611,0.092613,0
0.12434,0.10634,0,0.00739,0.00034023,-0.019283,0.022612,0.092613,0
0.13804,0.10329,0,0.00739,0.00034516,-0.01971,0.023627,0.092613,0
0.15179,0.10038,0,0.00739,0.00034958,-0.020363,0.024656,0.092613,0
0.16556,0.097605,0,0.00739,0.00035352,-0.021239,0.0257,0.092613,0
0.17933,0.094936,0,0.00739,0.000357,-0.022335,0.026758,0.092613,0
0.19311,0.092364,0,0.00739,0.00036004,-0.023647,0.027832,0.092613,0
0.20686,0.089871,0,0.00739,0.00036266,-0.025171,0.028921,0.092613,0
0.22058,0.087444,0,0.00739,0.00036487,-0.026899,0.030026,0.092613,0
0.23426,0.085065,0,0.00739,0.0003667,-0.028824,0.031146,0.092613,0
0.24786,0.08272,0,0.00739,0.00036816,-0.030938,0.032282,0.092613,0
0.26138,0.080394,0,0.00739,0.00036927,-0.033229,0.033435,0.092613,0
0.27479,0.078072,0,0.00739,0.00037005,-0.035683,0.034604,0.092613,0
0.28808,0.07574,0,0.00739,0.00037052,-0.038286,0.035789,0.092613,0
0.30121,0.073384,0,0.00739,0.00037071,-0.041018,0.036992,0.092613,0
0.31417,0.070991,0,0.00739,0.00037064,-0.04386,0.038211,0.092613,0
0.32692,0.068551,0,0.00739,0.00037034,-0.046787,0.039448,0.092613,0
0.33943,0.066052,0,0.00739,0.00036985,-0.049773,0.040703,0.092613,0
0.35168,0.063486,0,0.00739,0.00036922,-0.052788,0.041975,0.092613,0
0.36362,0.060846,0,0.00739,0.00036847,-0.055799,0.043266,0.092613,0
0.37522,0.058127,0,0.00739,0.00036767,-0.058771,0.044575,0.092613,0
0.38644,0.055328,0,0.00739,0.00036688,-0.061667,0.045903,0.092613,0
0.39725,0.052451,0,0.00739,0.00036617,-0.064447,0.047249,0.092613,0
0.4076,0.049499,0,0.00739,0.0003656,-0.067069,0.048615,0.092613,0
0.41743,0.046493,0,0.00739,0.00036527,-0.069485,0.05,0.092613,0
-0.001841,0.047102,0,0,2.4333e-06,-0.055664,0,0.093399,0
-0.0069594,0.079673,0,0.00069505,8.8252e-06,-0.056174,0.00069259,0.093399,0
-0.018809,0.13292,0,0.0013975,2.2283e-05,-0.056962,0.001395,0.093399,0
-0.032241,0.16605,0,0.00211,3.5376e-05,-0.057121,0.0021075,0.093399,0
-0.044715,0.18555,0,0.0028327,4.6055e-05,-0.056537,0.0028301,0.093399,0
-0.054953,0.196,0,0.0035656,5.3601e-05,-0.055326,0.003563,0.093399,0
-0.062389,0.20024,0,0.004309,5.8041e-05,-0.053636,0.0043064,0.093399,0
-0.06676,0.19993,0,0.005063,6.3295e-05,-0.051639,0.0050603,0.093399,0
-0.067989,0.19622,0,0.0058277,7.8175e-05,-0.049491,0.005825,0.093399,0
-0.066336,0.19032,0,0.006408,0.00010143,-0.04721,0.0066005,0.093399,0
-0.062299,0.18336,0,0.0066033,0.00012231,-0.044722,0.0073872,0.093399,0
-0.056253,0.176,0,0.0066033,0.00014136,-0.042046,0.008185,0.093399,0
-0.04846,0.16866,0,0.0066033,0.0001622,-0.039282,0.0089942,0.093399,0
-0.039208,0.16157,0,0.0066033,0.00018301,-0.036513,0.0098149,0.093399,0
-0.02877,0.1548,0,0.0066033,0.0002026,-0.033804,0.010647,0.093399,0
-0.017379,0.14838,0,0.0066033,0.00022033,-0.031219,0.011492,0.093399,0
-0.0052339,0.1423,0,0.0066033,0.00023609,-0.028808,0.012348,0.093399,0
0.007501,0.13658,0,0.0066033,0.00025003,-0.026604,0.013216,0.093399,0
0.020693,0.13119,0,0.0066033,0.0002624,-0.024625,0.014097,0.093399,0
0.034236,0.12613,0,0.0066033,0.00027341,-0.022883,0.014991,0.093399,0
0.048046,0.12138,0,0.0066033,0.00028324,-0.021384,0.015897,0.093399,0
0.062058,0.11693,0,0.0066033,0.00029203,-0.02013,0.016816,0.093399,0
0.076218,0.11276,0,0.0066033,0.00029992,-0.019121,0.017748,0.093399,0
0.090485,0.10884,0,0.0066033,0.00030701,-0.018359,0.018693,0.093399,0
0.10483,0.10516,0,0.0066033,0.00031337,-0.017839,0.019652,0.093399,0
0.11922,0.1017,0,0.0066033,0.00031908,-0.017562,0.020625,0.093399,0
0.13363,0.098437,0,0.0066033,0.00032421,-0.017523,0.021611,0.093399,0
0.14806,0.095362,0,0.0066033,0.00032879,-0.017721,0.022612,0.093399,0
0.16248,0.092453,0,0.0066033,0.00033288,-0.018152,0.023627,0.093399,0
0.17688,0.089695,0,0.0066033,0.00033651,-0.018813,0.024656,0.093399,0
0.19126,0.087071,0,0.0066033,0.00033972,-0.019702,0.0257,0.093399,0
0.2056,0.084565,0,0.0066033,0.00034251,-0.020814,0.026758,0.093399,0
0.21989,0.082161,0,0.0066033,0.00034493,-0.022144,0.027832,0.093399,0
0.23412,0.079844,0,0.0066033,0.00034699,-0.023687,0.028921,0.093399,0
0.24829,0.077598,0,0.0066033,0.00034871,-0.025438,0.030026,0.093399,0
0.26237,0.075409,0,0.0066033,0.00035011,-0.027386,0.031146,0.093399,0
0.27636,0.07326,0,0.0066033,0.00035121,-0.029524,0.032282,0.093399,0
0.29024,0.071139,0,0.0066033,0.00035202,-0.03184,0.033435,0.093399,0
0.304,0.069032,0,0.0066033,0.00035257,-0.034319,0.034604,0.093399,0
0.3176,0.066924,0,0.0066033,0.00035287,-0.036947,0.035789,0.093399,0
0.33104,0.064803,0,0.0066033,0.00035295,-0.039705,0.036992,0.093399,0
0.34429,0.062658,0,0.0066033,0.00035283,-0.042571,0.038211,0.093399,0
0.35732,0.060477,0,0.0066033,0.00035254,-0.045523,0.039448,0.093399,0
0.37011,0.058251,0,0.0066033,0.0003521,-0.048532,0.040703,0.093399,0
0.38261,0.055972,0,0.0066033,0.00035155,-0.05157,0.041975,0.093399,0
0.39481,0.053634,0,0.0066033,0.00035092,-0.054603,0.043266,0.093399,0
0.40667,0.051231,0,0.0066033,0.00035024,-0.057597,0.044575,0.093399,0
0.41814,0.048763,0,0.0066033,0.00034958,-0.060513,0.045903,0.093399,0
0.4292,0.04623,0,0.0066033,0.00034898,-0.063313,0.047249,0.093399,0
0.43981,0.043637,0,0.0066033,0.00034848,-0.065956,0.048615,0.093399,0
0.44988,0.041001,0,0.0066033,0.00034816,-0.068393,0.05,0.093399,0
-0.0025977,0.055394,0,0,2.7963e-06,-0.059761,0,0.094175,0
-0.0092384,0.091326,0,0.00069505,9.6997e-06,-0.060337,0.00069259,0.094175,0
-0.023984,0.14841,0,0.0013975,2.3749e-05,-0.061154,0.001395,0.094175,0
-0.039681,0.1811,0,0.00211,3.6743e-05,-0.061112,0.0021075,0.094175,0
-0.053353,0.19815,0,0.0028327,4.6748e-05,-0.060118,0.0028301,0.094175,0
-0.063667,0.20531,0,0.0035656,5.2849e-05,-0.05839,0.003563,0.094175,0
-0.070186,0.20598,0,0.004309,5.553e-05,-0.056158,0.0043064,0.094175,0
-0.072748,0.20207,0,0.005063,6.31e-05,-0.053665,0.0050603,0.094175,0
-0.071485,0.19505,0,0.0056352,8.1517e-05,-0.051043,0.005825,0.094175,0
-0.066996,0.1864,0,0.0058277,0.00010332,-0.048256,0.0066005,0.094175,0
-0.059964,0.17718,0,0.0058277,0.00012496,-0.045282,0.0073872,0.094175,0
-0.050884,0.16805,0,0.0058277,0.00014783,-0.042196,0.008185,0.094175,0
-0.040181,0.15933,0,0.0058277,0.00017006,-0.039083,0.0089942,0.094175,0
-0.028217,0.15119,0,0.0058277,0.00019065,-0.036013,0.0098149,0.094175,0
-0.01528,0.14365,0,0.0058277,0.00020912,-0.033052,0.010647,0.094175,0
-0.0016006,0.13668,0,0.0058277,0.00022537,-0.030262,0.011492,0.094175,0
0.012632,0.13024,0,0.0058277,0.0002395,-0.027687,0.012348,0.094175,0
0.027267,0.12429,0,0.0058277,0.0002518,-0.025352,0.013216,0.094175,0
0.042185,0.11879,0,0.0058277,0.00026252,-0.023271,0.014097,0.094175,0
0.057294,0.1137,0,0.0058277,0.00027192,-0.021449,0.014991,0.094175,0
0.072526,0.10898,0,0.0058277,0.00028017,-0.019889,0.015897,0.094175,0
0.087827,0.10461,0,0.0058277,0.00028746,-0.01859,0.016816,0.094175,0
0.10316,0.10054,0,0.0058277,0.00029389,-0.01755,0.017748,0.094175,0
0.11849,0.096764,0,0.0058277,0.00029958,-0.016766,0.018693,0.094175,0
0.13379,0.093241,0,0.0058277,0.00030461,-0.016234,0.019652,0.094175,0
0.14905,0.089951,0,0.0058277,0.00030906,-0.015951,0.020625,0.094175,0
0.16426,0.086871,0,0.0058277,0.000313,-0.015913,0.021611,0.094175,0
0.17941,0.083982,0,0.0058277,0.00031646,-0.016116,0.022612,0.094175,0
0.19448,0.081265,0,0.0058277,0.00031949,-0.016557,0.023627,0.094175,0
0.20948,0.078701,0,0.0058277,0.00032213,-0.017232,0.024656,0.094175,0
0.2244,0.076274,0,0.0058277,0.00032441,-0.018137,0.0257,0.094175,0
0.23923,0.073967,0,0.0058277,0.00032636,-0.019267,0.026758,0.094175,0
0.25397,0.071764,0,0.0058277,0.00032799,-0.020618,0.027832,0.094175,0
0.26861,0.069651,0,0.0058277,0.00032933,-0.022183,0.028921,0.094175,0
0.28315,0.067612,0,0.0058277,0.0003304,-0.023956,0.030026,0.094175,0
0.29757,0.065633,0,0.0058277,0.00033121,-0.025929,0.031146,0.094175,0
0.31187,0.0637,0,0.0058277,0.00033179,-0.028091,0.032282,0.094175,0
0.32604,0.0618,0,0.0058277,0.00033214,-0.030431,0.033435,0.094175,0
0.34006,0.05992,0,0.0058277,0.0003323,-0.032935,0.034604,0.094175,0
0.35391,0.058048,0,0.0058277,0.00033226,-0.035587,0.035789,0.094175,0
0.36758,0.056172,0,0.0058277,0.00033206,-0.038369,0.036992,0.094175,0
0.38105,0.054281,0,0.0058277,0.00033171,-0.041259,0.038211,0.094175,0
0.39428,0.052365,0,0.0058277,0.00033123,-0.044234,0.039448,0.094175,0
0.40726,0.050416,0,0.0058277,0.00033065,-0.047266,0.040703,0.094175,0
0.41996,0.048426,0,0.0058277,0.00032999,-0.050326,0.041975,0.094175,0
0.43234,0.04639,0,0.0058277,0.00032927,-0.053381,0.043266,0.094175,0
