"U:0","U:1","U:2","d","nuT","p","Points:0","Points:1","Points:2"
-0.013075,0.014931,0,0.0058277,4.5573e-05,0.00063981,0.005825,0.011492,0
-0.016028,0.017681,0,0.0066033,6.0744e-05,0.00051829,0.0066005,0.011492,0
-0.01916,0.020365,0,0.00739,7.8298e-05,0.0003827,0.0073872,0.011492,0
-0.022444,0.02295,0,0.0081878,9.829e-05,0.00023361,0.008185,0.011492,0
-0.025862,0.025407,0,0.0089971,0.00012062,7.3001e-05,0.0089942,0.011492,0
-0.02938,0.027702,0,0.0098178,0.00014527,-8.1276e-05,0.0098149,0.011492,0
-0.032975,0.029786,0,0.01065,0.00016566,-0.00019221,0.010647,0.011492,0
-0.03669,0.031618,0,0.011282,0.00017588,-0.00024714,0.011492,0.011492,0
-0.040564,0.033217,0,0.011495,0.00018151,-0.00027795,0.012348,0.011492,0
-0.044598,0.03465,0,0.011495,0.0001872,-0.0003172,0.013216,0.011492,0
-0.048794,0.035968,0,0.011495,0.00019284,-0.00037209,0.014097,0.011492,0
-0.053161,0.037204,0,0.011495,0.00019838,-0.0004401,0.014991,0.011492,0
-0.057699,0.03838,0,0.011495,0.00020376,-0.00052015,0.015897,0.011492,0
-0.062409,0.039511,0,0.011495,0.00020893,-0.00061224,0.016816,0.011492,0
-0.067291,0.040605,0,0.011495,0.0002139,-0.0007168,0.017748,0.011492,0
-0.072344,0.041666,0,0.011495,0.00021865,-0.00083434,0.018693,0.011492,0
-0.077564,0.042695,0,0.011495,0.00022315,-0.0009654,0.019652,0.011492,0
-0.082949,0.043688,0,0.011495,0.0002274,-0.0011105,0.020625,0.011492,0
-0.088494,0.044639,0,0.011495,0.00023137,-0.0012703,0.021611,0.011492,0
-0.094193,0.045538,0,0.011495,0.00023503,-0.0014452,0.022612,0.011492,0
-0.10004,0.046375,0,0.011495,0.00023835,-0.0016355,0.023627,0.011492,0
-0.10602,0.047137,0,0.011495,0.00024131,-0.0018416,0.024656,0.011492,0
-0.11213,0.04781,0,0.011495,0.00024387,-0.0020635,0.0257,0.011492,0
-0.11835,0.048377,0,0.011495,0.00024599,-0.0023012,0.026758,0.011492,0
-0.12468,0.048823,0,0.011495,0.00024763,-0.0025541,0.027832,0.011492,0
-0.13108,0.04913,0,0.011495,0.00024876,-0.0028216,0.028921,0.011492,0
-0.13755,0.04928,0,0.011495,0.00024933,-0.0031024,0.030026,0.011492,0
-0.14405,0.049253,0,0.011495,0.00024931,-0.0033951,0.031146,0.011492,0
-0.15057,0.049031,0,0.011495,0.00024866,-0.0036975,0.032282,0.011492,0
-0.15707,0.048593,0,0.011495,0.00024734,-0.0040069,0.033435,0.011492,0
-0.16352,0.047922,0,0.011495,0.00024533,-0.0043198,0.034604,0.011492,0
-0.16989,0.046996,0,0.011495,0.00024261,-0.0046322,0.035789,0.011492,0
-0.17613,0.045797,0,0.011495,0.00023919,-0.0049391,0.036992,0.011492,0
-0.1822,0.044306,0,0.011495,0.00023507,-0.005235,0.038211,0.011492,0
-0.18806,0.042505,0,0.011495,0.00023031,-0.0055134,0.039448,0.011492,0
-0.19364,0.040378,0,0.011495,0.00022497,-0.0057671,0.040703,0.011492,0
-0.1989,0.037909,0,0.011495,0.00021919,-0.0059882,0.041975,0.011492,0
-0.20376,0.035084,0,0.011495,0.00021315,-0.0061684,0.043266,0.011492,0
-0.20817,0.031892,0,0.011495,0.0002071,-0.006299,0.044575,0.011492,0
-0.21206,0.028325,0,0.011495,0.00020139,-0.0063713,0.045903,0.011492,0
-0.21537,0.024379,0,0.011495,0.00019644,-0.0063767,0.047249,0.011492,0
-0.21802,0.020056,0,0.011495,0.00019273,-0.0063068,0.048615,0.011492,0
-0.21995,0.015384,0,0.011495,0.00019074,-0.0061533,0.05,0.011492,0
-5.7509e-05,0.00025117,0,0,3.2116e-08,0.0013668,0,0.012348,0
-0.00032689,0.00082602,0,0.00069505,3.0933e-07,0.0013291,0.00069259,0.012348,0
-0.0011365,0.0022827,0,0.0013975,1.4968e-06,0.0012534,0.001395,0.012348,0
-0.0024512,0.0042817,0,0.00211,4.1983e-06,0.0011788,0.0021075,0.012348,0
-0.0042021,0.0066922,0,0.0028327,8.8099e-06,0.0011036,0.0028301,0.012348,0
-0.0063283,0.0093964,0,0.0035656,1.5545e-05,0.0010219,0.003563,0.012348,0
-0.0087748,0.012281,0,0.004309,2.4489e-05,0.00092957,0.0043064,0.012348,0
-0.011493,0.015247,0,0.005063,3.5666e-05,0.00082414,0.0050603,0.012348,0
-0.01444,0.018213,0,0.0058277,4.9095e-05,0.00070398,0.005825,0.012348,0
-0.017581,0.021121,0,0.0066033,6.4808e-05,0.00056806,0.0066005,0.012348,0
-0.020887,0.023928,0,0.00739,8.2849e-05,0.00041579,0.0073872,0.012348,0
-0.024333,0.026606,0,0.0081878,0.0001033,0.00024644,0.008185,0.012348,0
-0.027905,0.029131,0,0.0089971,0.00012611,5.9806e-05,0.0089942,0.012348,0
-0.031572,0.031475,0,0.0098178,0.00015128,-0.00012654,0.0098149,0.012348,0
-0.035311,0.033607,0,0.01065,0.0001717,-0.00026603,0.010647,0.012348,0
-0.03916,0.035508,0,0.011495,0.00018118,-0.00033616,0.011492,0.012348,0
-0.043157,0.0372,0,0.012135,0.00018595,-0.0003727,0.012348,0.012348,0
-0.047305,0.038736,0,0.012351,0.00019104,-0.00041625,0.013216,0.012348,0
-0.051609,0.040157,0,0.012351,0.00019628,-0.00047666,0.014097,0.012348,0
-0.05608,0.041496,0,0.012351,0.00020154,-0.00055112,0.014991,0.012348,0
-0.06072,0.042772,0,0.012351,0.00020669,-0.0006383,0.015897,0.012348,0
-0.06553,0.044,0,0.012351,0.00021169,-0.00073825,0.016816,0.012348,0
-0.070511,0.045187,0,0.012351,0.0002165,-0.00085147,0.017748,0.012348,0
-0.075661,0.046336,0,0.012351,0.0002211,-0.00097855,0.018693,0.012348,0
-0.080978,0.047447,0,0.012351,0.00022547,-0.0011201,0.019652,0.012348,0
-0.086458,0.048515,0,0.012351,0.00022957,-0.0012767,0.020625,0.012348,0
-0.092097,0.049533,0,0.012351,0.00023339,-0.0014489,0.021611,0.012348,0
-0.097889,0.050491,0,0.012351,0.00023691,-0.0016373,0.022612,0.012348,0
-0.10382,0.051377,0,0.012351,0.00024008,-0.0018421,0.023627,0.012348,0
-0.1099,0.052178,0,0.012351,0.00024288,-0.0020637,0.024656,0.012348,0
-0.11609,0.052877,0,0.012351,0.00024528,-0.0023021,0.0257,0.012348,0
-0.1224,0.053458,0,0.012351,0.00024725,-0.0025571,0.026758,0.012348,0
-0.12881,0.053904,0,0.012351,0.00024873,-0.0028283,0.027832,0.012348,0
-0.13529,0.054194,0,0.012351,0.00024971,-0.0031149,0.028921,0.012348,0
-0.14183,0.05431,0,0.012351,0.00025013,-0.0034157,0.030026,0.012348,0
-0.14841,0.054231,0,0.012351,0.00024997,-0.003729,0.031146,0.012348,0
-0.155,0.053937,0,0.012351,0.00024919,-0.0040526,0.032282,0.012348,0
-0.16157,0.053405,0,0.012351,0.00024776,-0.0043838,0.033435,0.012348,0
-0.16808,0.052616,0,0.012351,0.00024566,-0.004719,0.034604,0.012348,0
-0.17451,0.051547,0,0.012351,0.00024288,-0.0050541,0.035789,0.012348,0
-0.18081,0.050178,0,0.012351,0.00023942,-0.0053843,0.036992,0.012348,0
-0.18693,0.048489,0,0.012351,0.0002353,-0.0057039,0.038211,0.012348,0
-0.19283,0.046459,0,0.012351,0.00023058,-0.0060065,0.039448,0.012348,0
-0.19846,0.044072,0,0.012351,0.00022535,-0.0062851,0.040703,0.012348,0
-0.20375,0.041309,0,0.012351,0.00021974,-0.006532,0.041975,0.012348,0
-0.20864,0.038156,0,0.012351,0.00021396,-0.0067392,0.043266,0.012348,0
-0.21308,0.034602,0,0.012351,0.0002083,-0.0068983,0.044575,0.012348,0
-0.217,0.030641,0,0.012351,0.00020312,-0.0070009,0.045903,0.012348,0
-0.22033,0.026269,0,0.012351,0.00019885,-0.0070387,0.047249,0.012348,0
-0.223,0.021494,0,0.012351,0.00019597,-0.0070031,0.048615,0.012348,0
-0.22496,0.016349,0,0.012351,0.00019491,-0.006885,0.05,0.012348,0
-6.6404e-05,0.00065042,0,0,5.2684e-08,0.0014883,0,0.013216,0
-0.00037131,0.0015747,0,0.00069505,4.016e-07,0.0014461,0.00069259,0.013216,0
-0.0012818,0.0036831,0,0.0013975,1.7989e-06,0.0013616,0.001395,0.013216,0
-0.0027463,0.0062403,0,0.00211,4.8377e-06,0.0012787,0.0021075,0.013216,0
-0.0046766,0.009118,0,0.0028327,9.8924e-06,0.0011955,0.0028301,0.013216,0
-0.0069958,0.012203,0,0.0035656,1.714e-05,0.0011049,0.003563,0.013216,0
-0.0096374,0.015392,0,0.004309,2.663e-05,0.0010024,0.0043064,0.013216,0
-0.012545,0.018596,0,0.005063,3.8356e-05,0.00088511,0.0050603,0.013216,0
-0.015673,0.021749,0,0.0058277,5.2317e-05,0.00075145,0.005825,0.013216,0
-0.018984,0.0248,0,0.0066033,6.8533e-05,0.00060025,0.0066005,0.013216,0
-0.022447,0.027716,0,0.00739,8.7053e-05,0.00043055,0.0073872,0.013216,0
-0.026042,0.030475,0,0.0081878,0.00010798,0.00024079,0.008185,0.013216,0
-0.029755,0.033059,0,0.0089971,0.00013133,2.9534e-05,0.0089942,0.013216,0
-0.033562,0.035448,0,0.0098178,0.00015709,-0.00018503,0.0098149,0.013216,0
-0.037439,0.037624,0,0.01065,0.00017778,-0.00035049,0.010647,0.013216,0
-0.041423,0.039587,0,0.011495,0.00018687,-0.00043743,0.011492,0.013216,0
-0.04555,0.041363,0,0.012351,0.00019092,-0.00048333,0.012348,0.013216,0
-0.049819,0.042993,0,0.013001,0.00019536,-0.00053501,0.013216,0.013216,0
-0.054238,0.044513,0,0.013219,0.0002001,-0.00060452,0.014097,0.013216,0
-0.058819,0.04595,0,0.013219,0.00020499,-0.0006889,0.014991,0.013216,0
-0.063565,0.047325,0,0.013219,0.00020984,-0.00078659,0.015897,0.013216,0
-0.068479,0.048648,0,0.013219,0.00021459,-0.00089761,0.016816,0.013216,0
-0.07356,0.049926,0,0.013219,0.00021918,-0.0010225,0.017748,0.013216,0
-0.078809,0.051162,0,0.013219,0.00022359,-0.0011621,0.018693,0.013216,0
-0.084223,0.052353,0,0.013219,0.00022778,-0.0013169,0.019652,0.013216,0
-0.089799,0.053495,0,0.013219,0.00023172,-0.0014875,0.020625,0.013216,0
-0.095531,0.054578,0,0.013219,0.00023538,-0.0016747,0.021611,0.013216,0
-0.10141,0.055593,0,0.013219,0.00023873,-0.001879,0.022612,0.013216,0
-0.10744,0.056527,0,0.013219,0.00024175,-0.0021007,0.023627,0.013216,0
-0.1136,0.057363,0,0.013219,0.0002444,-0.00234,0.024656,0.013216,0
-0.11989,0.058087,0,0.013219,0.00024664,-0.0025971,0.0257,0.013216,0
-0.12628,0.058679,0,0.013219,0.00024846,-0.0028717,0.026758,0.013216,0
-0.13277,0.059121,0,0.013219,0.0002498,-0.0031634,0.027832,0.013216,0
-0.13933,0.059392,0,0.013219,0.00025063,-0.0034713,0.028921,0.013216,0
-0.14595,0.059471,0,0.013219,0.00025093,-0.0037941,0.030026,0.013216,0
-0.1526,0.059336,0,0.013219,0.00025065,-0.00413,0.031146,0.013216,0
-0.15926,0.058965,0,0.013219,0.00024977,-0.0044769,0.032282,0.013216,0
-0.1659,0.058334,0,0.013219,0.00024827,-0.0048319,0.033435,0.013216,0
-0.17248,0.057422,0,0.013219,0.00024611,-0.0051915,0.034604,0.013216,0
-0.17897,0.056205,0,0.013219,0.0002433,-0.0055514,0.035789,0.013216,0
-0.18532,0.054661,0,0.013219,0.00023985,-0.0059068,0.036992,0.013216,0
-0.1915,0.052766,0,0.013219,0.00023579,-0.006252,0.038211,0.013216,0
-0.19745,0.050501,0,0.013219,0.00023119,-0.0065808,0.039448,0.013216,0
-0.20313,0.047846,0,0.013219,0.00022614,-0.0068863,0.040703,0.013216,0
-0.20846,0.044782,0,0.013219,0.00022081,-0.007161,0.041975,0.013216,0
-0.2134,0.041294,0,0.013219,0.00021543,-0.0073971,0.043266,0.013216,0
-0.21788,0.037372,0,0.013219,0.00021028,-0.0075867,0.044575,0.013216,0
-0.22184,0.033009,0,0.013219,0.00020575,-0.0077215,0.045903,0.013216,0
-0.22521,0.028208,0,0.013219,0.00020226,-0.0077932,0.047249,0.013216,0
-0.22793,0.022977,0,0.013219,0.00020026,-0.0077929,0.048615,0.013216,0
-0.22995,0.017359,0,0.013219,0.00020011,-0.0077106,0.05,0.013216,0
-7.4505e-05,0.0011041,0,0,7.7249e-08,0.0015897,0,0.014097,0
-0.00041163,0.0024209,0,0.00069505,5.0655e-07,0.0015432,0.00069259,0.014097,0
-0.0014135,0.0052543,0,0.0013975,2.1228e-06,0.0014505,0.001395,0.014097,0
-0.0030134,0.0084187,0,0.00211,5.4864e-06,0.0013598,0.0021075,0.014097,0
-0.005105,0.011791,0,0.0028327,1.0946e-05,0.0012686,0.0028301,0.014097,0
-0.0075974,0.015269,0,0.0035656,1.865e-05,0.0011691,0.003563,0.014097,0
-0.010414,0.018762,0,0.004309,2.8621e-05,0.0010562,0.0043064,0.014097,0
-0.013493,0.022198,0,0.005063,4.0839e-05,0.00092681,0.0050603,0.014097,0
-0.016785,0.025525,0,0.0058277,5.5288e-05,0.0007793,0.005825,0.014097,0
-0.02025,0.028707,0,0.0066033,7.1987e-05,0.00061247,0.0066005,0.014097,0
-0.023861,0.031722,0,0.00739,9.0994e-05,0.00042513,0.0073872,0.014097,0
-0.027594,0.034553,0,0.0081878,0.00011244,0.00021516,0.008185,0.014097,0
-0.031443,0.03719,0,0.0089971,0.00013637,-1.9588e-05,0.0089942,0.014097,0
-0.035382,0.03962,0,0.0098178,0.00016278,-0.00025968,0.0098149,0.014097,0
-0.039391,0.041838,0,0.01065,0.00018385,-0.0004476,0.010647,0.014097,0
-0.043506,0.043857,0,0.011495,0.00019269,-0.00054935,0.011492,0.014097,0
-0.047761,0.045708,0,0.012351,0.00019617,-0.00060461,0.012348,0.014097,0
-0.052152,0.047424,0,0.013219,0.00020006,-0.00066511,0.013216,0.014097,0
-0.056686,0.049037,0,0.013879,0.00020433,-0.00074469,0.014097,0.014097,0
-0.061378,0.050569,0,0.0141,0.00020882,-0.00084026,0.014991,0.014097,0
-0.066232,0.052038,0,0.0141,0.00021334,-0.00095,0.015897,0.014097,0
-0.07125,0.053453,0,0.0141,0.00021781,-0.0010738,0.016816,0.014097,0
-0.076434,0.05482,0,0.0141,0.00022215,-0.0012122,0.017748,0.014097,0
-0.081782,0.056139,0,0.0141,0.00022633,-0.001366,0.018693,0.014097,0
-0.087293,0.057409,0,0.0141,0.00023031,-0.0015358,0.019652,0.014097,0
-0.092964,0.058622,0,0.0141,0.00023406,-0.0017224,0.020625,0.014097,0
-0.09879,0.05977,0,0.0141,0.00023753,-0.0019265,0.021611,0.014097,0
-0.10476,0.060839,0,0.0141,0.00024071,-0.0021485,0.022612,0.014097,0
-0.11088,0.061818,0,0.0141,0.00024356,-0.0023889,0.023627,0.014097,0
-0.11713,0.062688,0,0.0141,0.00024604,-0.0026481,0.024656,0.014097,0
-0.1235,0.063434,0,0.0141,0.00024812,-0.002926,0.0257,0.014097,0
-0.12998,0.064034,0,0.0141,0.00024978,-0.0032224,0.026758,0.014097,0
-0.13654,0.06447,0,0.0141,0.00025097,-0.0035368,0.027832,0.014097,0
-0.14319,0.064718,0,0.0141,0.00025166,-0.0038684,0.028921,0.014097,0
-0.14989,0.064756,0,0.0141,0.00025183,-0.0042159,0.030026,0.014097,0
-0.15661,0.064562,0,0.0141,0.00025143,-0.0045773,0.031146,0.014097,0
-0.16335,0.06411,0,0.0141,0.00025045,-0.0049505,0.032282,0.014097,0
-0.17005,0.063377,0,0.0141,0.00024886,-0.0053325,0.033435,0.014097,0
-0.1767,0.062338,0,0.0141,0.00024665,-0.0057197,0.034604,0.014097,0
-0.18326,0.060967,0,0.0141,0.00024382,-0.0061079,0.035789,0.014097,0
-0.18967,0.059242,0,0.0141,0.0002404,-0.0064922,0.036992,0.014097,0
-0.19591,0.057137,0,0.0141,0.00023642,-0.0068669,0.038211,0.014097,0
-0.20192,0.054631,0,0.0141,0.00023196,-0.0072259,0.039448,0.014097,0
-0.20764,0.051702,0,0.0141,0.00022714,-0.0075624,0.040703,0.014097,0
-0.21303,0.048331,0,0.0141,0.00022214,-0.007869,0.041975,0.014097,0
-0.21802,0.044504,0,0.0141,0.0002172,-0.0081382,0.043266,0.014097,0
-0.22256,0.040209,0,0.0141,0.00021263,-0.0083622,0.044575,0.014097,0
-0.22657,0.035443,0,0.0141,0.00020881,-0.0085328,0.045903,0.014097,0
-0.23001,0.03021,0,0.0141,0.00020612,-0.0086416,0.047249,0.014097,0
-0.23282,0.024526,0,0.0141,0.00020496,-0.0086789,0.048615,0.014097,0
-0.23493,0.018438,0,0.0141,0.00020561,-0.0086337,0.05,0.014097,0
-8.1856e-05,0.0016091,0,0,1.0492e-07,0.0016663,0,0.014991,0
-0.00044803,0.0033586,0,0.00069505,6.228e-07,0.001616,0.00069259,0.014991,0
-0.0015321,0.0069855,0,0.0013975,2.4678e-06,0.0015156,0.001395,0.014991,0
-0.0032535,0.010803,0,0.00211,6.1459e-06,0.0014175,0.0021075,0.014991,0
-0.0054897,0.014697,0,0.0028327,1.1976e-05,0.0013186,0.0028301,0.014991,0
-0.0081373,0.018578,0,0.0035656,2.0084e-05,0.0012104,0.003563,0.014991,0
-0.011112,0.022375,0,0.004309,3.0481e-05,0.0010871,0.0043064,0.014991,0
-0.014346,0.026038,0,0.005063,4.314e-05,0.00094564,0.0050603,0.014991,0
-0.017787,0.029532,0,0.0058277,5.8042e-05,0.00078425,0.005825,0.014991,0
-0.021395,0.032836,0,0.0066033,7.5209e-05,0.00060172,0.0066005,0.014991,0
-0.025142,0.03594,0,0.00739,9.4705e-05,0.00039673,0.0073872,0.014991,0
-0.029007,0.038837,0,0.0081878,0.00011669,0.00016671,0.008185,0.014991,0
-0.032984,0.041522,0,0.0089971,0.00014122,-9.0919e-05,0.0089942,0.014991,0
-0.03705,0.043992,0,0.0098178,0.00016829,-0.00035533,0.0098149,0.014991,0
-0.041185,0.04625,0,0.01065,0.00018977,-0.00056427,0.010647,0.014991,0
-0.045425,0.048322,0,0.011495,0.00019848,-0.00068014,0.011492,0.014991,0
-0.049801,0.050242,0,0.012351,0.00020152,-0.00074488,0.012348,0.014991,0
-0.054311,0.052039,0,0.013219,0.00020496,-0.00081454,0.013216,0.014991,0
-0.058959,0.053739,0,0.0141,0.00020882,-0.00090468,0.014097,0.014991,0
-0.063761,0.055362,0,0.014769,0.00021295,-0.0010122,0.014991,0.014991,0
-0.068721,0.056921,0,0.014994,0.00021715,-0.0011349,0.015897,0.014991,0
-0.073843,0.058425,0,0.014994,0.00022132,-0.0012727,0.016816,0.014991,0
-0.079127,0.059878,0,0.014994,0.0002254,-0.001426,0.017748,0.014991,0
-0.084574,0.061279,0,0.014994,0.00022935,-0.0015956,0.018693,0.014991,0
-0.090181,0.062625,0,0.014994,0.00023311,-0.0017821,0.019652,0.014991,0
-0.095946,0.063907,0,0.014994,0.00023664,-0.0019864,0.020625,0.014991,0
-0.10186,0.065116,0,0.014994,0.00023992,-0.0022091,0.021611,0.014991,0
-0.10793,0.066239,0,0.014994,0.00024291,-0.0024509,0.022612,0.014991,0
-0.11413,0.067261,0,0.014994,0.00024557,-0.0027121,0.023627,0.014991,0
-0.12047,0.068163,0,0.014994,0.00024788,-0.0029932,0.024656,0.014991,0
-0.12692,0.068928,0,0.014994,0.00024979,-0.0032941,0.0257,0.014991,0
-0.13348,0.069534,0,0.014994,0.00025129,-0.0036147,0.026758,0.014991,0
-0.14013,0.06996,0,0.014994,0.00025232,-0.0039545,0.027832,0.014991,0
-0.14686,0.070183,0,0.014994,0.00025287,-0.0043124,0.028921,0.014991,0
-0.15363,0.070178,0,0.014994,0.00025289,-0.0046873,0.030026,0.014991,0
-0.16043,0.06992,0,0.014994,0.00025238,-0.0050772,0.031146,0.014991,0
-0.16724,0.069385,0,0.014994,0.00025129,-0.0054798,0.032282,0.014991,0
-0.17402,0.068544,0,0.014994,0.00024962,-0.0058921,0.033435,0.014991,0
-0.18074,0.067373,0,0.014994,0.00024736,-0.0063104,0.034604,0.014991,0
-0.18736,0.065845,0,0.014994,0.00024452,-0.0067306,0.035789,0.014991,0
-0.19384,0.063934,0,0.014994,0.00024113,-0.0071476,0.036992,0.014991,0
-0.20014,0.061614,0,0.014994,0.00023725,-0.0075558,0.038211,0.014991,0
-0.20621,0.058861,0,0.014994,0.00023296,-0.0079491,0.039448,0.014991,0
-0.212,0.055653,0,0.014994,0.0002284,-0.0083207,0.040703,0.014991,0
-0.21745,0.051971,0,0.014994,0.00022378,-0.0086635,0.041975,0.014991,0
-0.22251,0.0478,0,0.014994,0.00021932,-0.0089699,0.043266,0.014991,0
-0.22711,0.043131,0,0.014994,0.00021537,-0.0092323,0.044575,0.014991,0
-0.23121,0.037961,0,0.014994,0.00021225,-0.0094422,0.045903,0.014991,0
-0.23474,0.032299,0,0.014994,0.00021034,-0.0095908,0.047249,0.014991,0
-0.23766,0.026164,0,0.014994,0.00020993,-0.0096677,0.048615,0.014991,0
-0.2399,0.019611,0,0.014994,0.00021124,-0.0096604,0.05,0.014991,0
-8.852e-05,0.002162,0,0,1.3532e-07,0.0017137,0,0.015897,0
-0.00048082,0.0043821,0,0.00069505,7.4942e-07,0.0016599,0.00069259,0.015897,0
-0.0016386,0.0088666,0,0.0013975,2.8333e-06,0.0015525,0.001395,0.015897,0
-0.0034686,0.01338,0,0.00211,6.8185e-06,0.0014474,0.0021075,0.015897,0
-0.0058337,0.017819,0,0.0028327,1.2988e-05,0.0013412,0.0028301,0.015897,0
-0.0086202,0.022115,0,0.0035656,2.1454e-05,0.0012245,0.003563,0.015897,0
-0.011737,0.02622,0,0.004309,3.2226e-05,0.0010912,0.0043064,0.015897,0
-0.015111,0.030106,0,0.005063,4.528e-05,0.00093786,0.0050603,0.015897,0
-0.018689,0.033761,0,0.0058277,6.0602e-05,0.00076274,0.005825,0.015897,0
-0.022429,0.037181,0,0.0066033,7.8217e-05,0.00056462,0.0066005,0.015897,0
-0.026304,0.040367,0,0.00739,9.8196e-05,0.00034205,0.0073872,0.015897,0
-0.030293,0.043324,0,0.0081878,0.00012072,9.2127e-05,0.008185,0.015897,0
-0.034391,0.046055,0,0.0089971,0.00014584,-0.00018802,0.0089942,0.015897,0
-0.038577,0.048561,0,0.0098178,0.00017357,-0.00047615,0.0098149,0.015897,0
-0.04283,0.050857,0,0.01065,0.00019545,-0.00070562,0.010647,0.015897,0
-0.047188,0.052978,0,0.011495,0.00020409,-0.00083567,0.011492,0.015897,0
-0.051681,0.054963,0,0.012351,0.0002068,-0.00091045,0.012348,0.015897,0
-0.056303,0.056838,0,0.013219,0.00020987,-0.0009899,0.013216,0.015897,0
-0.061061,0.058622,0,0.0141,0.00021336,-0.0010912,0.014097,0.015897,0
-0.065969,0.060331,0,0.014994,0.00021717,-0.0012113,0.014991,0.015897,0
-0.071033,0.061977,0,0.015672,0.00022107,-0.0013479,0.015897,0.015897,0
-0.076255,0.063567,0,0.0159,0.00022497,-0.0015006,0.016816,0.015897,0
-0.081638,0.065103,0,0.0159,0.00022879,-0.0016701,0.017748,0.015897,0
-0.08718,0.066584,0,0.0159,0.0002325,-0.0018569,0.018693,0.015897,0
-0.092881,0.068003,0,0.0159,0.00023603,-0.0020617,0.019652,0.015897,0
-0.098738,0.069353,0,0.0159,0.00023935,-0.0022854,0.020625,0.015897,0
-0.10475,0.070622,0,0.0159,0.00024243,-0.0025287,0.021611,0.015897,0
-0.1109,0.071796,0,0.0159,0.00024522,-0.0027921,0.022612,0.015897,0
-0.11719,0.072858,0,0.0159,0.0002477,-0.0030763,0.023627,0.015897,0
-0.12361,0.07379,0,0.0159,0.00024982,-0.0033815,0.024656,0.015897,0
-0.13015,0.074572,0,0.0159,0.00025156,-0.0037078,0.0257,0.015897,0
-0.13679,0.075182,0,0.0159,0.00025288,-0.004055,0.026758,0.015897,0
-0.14352,0.075596,0,0.0159,0.00025376,-0.0044226,0.027832,0.015897,0
-0.15032,0.075791,0,0.0159,0.00025415,-0.0048096,0.028921,0.015897,0
-0.15717,0.075739,0,0.0159,0.00025404,-0.0052148,0.030026,0.015897,0
-0.16405,0.075416,0,0.0159,0.0002534,-0.0056362,0.031146,0.015897,0
-0.17093,0.074792,0,0.0159,0.00025222,-0.0060714,0.032282,0.015897,0
-0.17778,0.073841,0,0.0159,0.00025047,-0.0065173,0.033435,0.015897,0
-0.18457,0.072535,0,0.0159,0.00024817,-0.0069704,0.034604,0.015897,0
-0.19126,0.070844,0,0.0159,0.00024533,-0.0074262,0.035789,0.015897,0
-0.19781,0.068743,0,0.0159,0.000242,-0.0078798,0.036992,0.015897,0
-0.20418,0.066203,0,0.0159,0.00023823,-0.0083255,0.038211,0.015897,0
-0.21032,0.0632,0,0.0159,0.00023414,-0.0087572,0.039448,0.015897,0
-0.21618,0.05971,0,0.0159,0.00022988,-0.0091681,0.040703,0.015897,0
-0.22171,0.055714,0,0.0159,0.00022565,-0.0095513,0.041975,0.015897,0
-0.22685,0.051198,0,0.0159,0.00022172,-0.0098991,0.043266,0.015897,0
-0.23154,0.046153,0,0.0159,0.00021838,-0.010204,0.044575,0.015897,0
-0.23574,0.040582,0,0.0159,0.00021595,-0.010456,0.045903,0.015897,0
-0.23939,0.034495,0,0.0159,0.00021473,-0.010647,0.047249,0.015897,0
-0.24244,0.027915,0,0.0159,0.00021496,-0.010765,0.048615,0.015897,0
-0.24485,0.020904,0,0.0159,0.00021677,-0.010797,0.05,0.015897,0
-9.4562e-05,0.0027601,0,0,1.6822e-07,0.0017276,0,0.016816,0
-0.00051029,0.005486,0,0.00069505,8.8569e-07,0.0016706,0.00069259,0.016816,0
-0.001734,0.010888,0,0.0013975,3.2188e-06,0.0015567,0.001395,0.016816,0
-0.0036607,0.016136,0,0.00211,7.5063e-06,0.0014451,0.0021075,0.016816,0
-0.0061405,0.021145,0,0.0028327,1.3988e-05,0.001332,0.0028301,0.016816,0
-0.0090507,0.025867,0,0.0035656,2.277e-05,0.0012074,0.003563,0.016816,0
-0.012294,0.030283,0,0.004309,3.3869e-05,0.0010644,0.0043064,0.016816,0
-0.015796,0.034392,0,0.005063,4.7275e-05,0.00089959,0.0050603,0.016816,0
-0.019498,0.038204,0,0.0058277,6.2982e-05,0.00071107,0.005825,0.016816,0
-0.02336,0.041734,0,0.0066033,8.102e-05,0.00049758,0.0066005,0.016816,0
-0.027353,0.044999,0,0.00739,0.00010147,0.00025759,0.0073872,0.016816,0
-0.031458,0.048011,0,0.0081878,0.00012451,-1.2051e-05,0.008185,0.016816,0
-0.03567,0.050783,0,0.0089971,0.00015021,-0.00031442,0.0089942,0.016816,0
-0.039969,0.053324,0,0.0098178,0.00017857,-0.00062586,0.0098149,0.016816,0
-0.044334,0.055656,0,0.01065,0.00020087,-0.00087567,0.010647,0.016816,0
-0.048801,0.057825,0,0.011495,0.00020948,-0.0010202,0.011492,0.016816,0
-0.053404,0.059871,0,0.012351,0.00021191,-0.0011057,0.012348,0.016816,0
-0.058133,0.061819,0,0.013219,0.00021467,-0.0011958,0.013216,0.016816,0
-0.062995,0.063683,0,0.0141,0.00021786,-0.0013089,0.014097,0.016816,0
-0.068004,0.065476,0,0.014994,0.00022137,-0.0014424,0.014991,0.016816,0
-0.073167,0.067207,0,0.0159,0.000225,-0.0015937,0.015897,0.016816,0
-0.078486,0.06888,0,0.016588,0.00022864,-0.0017624,0.016816,0.016816,0
